project,class,complexity,iter_0_line,iter_0_branch,iter_1_line,iter_1_branch,iter_2_line,iter_2_branch,final_line,final_branch,final_iter
Csv,CSVParser,11,42.72,26.79,45.63,28.57,51.46,33.93,51.46,33.93,4
Jsoup,CharacterReader,11,54.72,37.5,55.51,39.0,65.75,55.0,65.75,55.0,5
JacksonDatabind,ClassUtil,15,0.0,0.0,1.76,0.38,1.76,0.38,1.76,0.38,4
Lang,ClassUtils,19,14.72,4.35,28.09,16.09,28.09,16.09,79.6,66.09,18
Codec,ColognePhonetic,22,68.6,53.49,75.58,58.14,80.23,59.3,94.19,81.4,18
Lang,CompareToBuilder,15,10.55,7.08,32.81,27.08,32.81,27.08,37.5,32.08,7
Lang,Conversion,23,1.54,1.32,6.33,4.39,11.71,9.21,11.9,9.43,3
Compress,CpioArchiveInputStream,12,8.22,17.59,8.22,17.59,8.22,17.59,30.59,37.04,8
JxPath,DOMNodePointer,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Jsoup,DataUtil,22,11.61,6.0,,,,,11.61,6.0,0
Time,DateTimeFormatterBuilder,30,27.6,28.16,44.27,36.89,44.27,36.89,44.27,36.89,4
Time,DateTimeParserBucket,18,12.04,3.23,,,,,12.04,3.23,0
Time,DateTimeZoneBuilder,17,13.99,7.5,,,,,13.99,7.5,0
Lang,DateUtils,19,0.0,0.0,17.42,15.14,,,17.42,15.14,1
Time,Days,12,43.42,30.77,82.89,69.23,92.11,84.62,94.74,92.31,10
JxPath,DescendantContext,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Math,DfpMath,28,0.0,0.0,,,,,0.0,0.0,0
Math,Dfp,31,40.62,35.86,40.62,35.86,40.62,35.86,40.62,35.86,2
Codec,DoubleMetaphone,31,20.43,13.24,34.86,22.83,36.3,24.2,44.47,29.68,6
Lang,DurationFormatUtils,20,38.91,29.32,38.91,29.32,,,38.91,29.32,1
Lang,EqualsBuilder,14,37.4,41.81,,,,,37.4,41.81,0
Gson,Excluder,11,17.98,9.76,24.72,14.63,,,24.72,14.63,1
Lang,ExtendedMessageFormat,11,6.99,0.9,11.83,2.7,12.9,4.5,12.9,4.5,2
Compress,ExtraFieldUtils,13,0.0,0.0,28.16,10.87,28.16,10.87,53.4,54.35,9
Lang,FastDatePrinter,30,0.0,0.0,62.35,55.88,62.35,55.88,64.12,57.84,5
Math,FastFourierTransformer,13,0.0,0.0,60.69,49.21,60.69,49.21,61.27,50.79,5
Math,FastMath,29,26.69,13.6,,,,,26.69,13.6,0
Math,FieldLUDecomposition,12,0.0,0.0,84.15,85.19,84.15,85.19,84.15,85.19,3
Lang,FieldUtils,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Collections,Flat3Map,23,23.18,22.41,36.31,31.38,48.6,42.76,56.7,48.97,3
Jsoup,FormElement,12,0.0,0.0,0.0,0.0,83.72,73.33,83.72,73.33,2
Time,FormatUtils,12,23.87,26.47,23.87,26.47,25.81,28.43,30.97,32.35,3
Math,Frequency,11,29.73,26.79,60.14,57.14,71.62,69.64,79.73,82.14,10
JacksonXml,FromXmlParser,29,5.38,2.68,5.38,2.68,5.38,2.68,5.38,2.68,2
Math,GaussNewtonOptimizer,16,21.31,11.54,,,,,21.31,11.54,0
Gson,Gson,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Compress,GzipCompressorInputStream,11,6.36,8.22,72.73,52.05,72.73,52.05,74.55,52.05,7
Lang,HashCodeBuilder,11,16.88,11.22,71.43,59.18,79.87,70.41,82.47,71.43,6
Cli,HelpFormatter,11,13.21,11.48,29.72,15.57,53.77,27.87,53.77,27.87,2
Time,Hours,13,19.23,0.0,70.51,50.0,82.05,72.5,93.59,87.5,8
Jsoup,HtmlTreeBuilder,15,2.34,0.48,2.34,0.48,2.34,0.48,2.34,0.48,3
Time,ISODateTimeFormat,11,14.63,6.49,14.63,6.49,14.63,6.49,14.63,6.49,3
Collections,IterableUtils,11,0.0,0.0,55.56,70.97,76.98,85.48,95.24,100.0,7
Collections,IteratorUtils,32,12.0,9.86,12.0,9.86,,,12.0,9.86,1
JxPath,JDOMNodePointer,12,0.0,0.0,0.0,0.0,,,0.0,0.0,1
JxPath,JXPathBasicBeanInfo,14,78.33,60.0,91.67,85.0,93.33,90.0,93.33,90.0,2
Gson,JsonReader,37,28.77,17.57,28.77,17.57,38.86,25.73,43.37,32.85,4
JacksonCore,JsonStringEncoder,18,0.0,0.0,,,,,0.0,0.0,0
Gson,JsonTreeReader,23,19.16,13.33,19.16,13.33,19.16,13.33,19.16,13.33,3
Math,LUDecomposition,12,61.18,51.85,,,,,61.18,51.85,0
Csv,Lexer,14,42.25,38.28,42.25,38.28,42.25,38.28,42.25,38.28,2
Lang,LocaleUtils,19,7.69,4.29,30.77,28.57,80.22,71.43,94.51,92.86,15
Math,LoessInterpolator,16,18.97,13.46,18.97,13.46,18.97,13.46,88.79,75.0,10
Collections,MapUtils,11,0.97,0.53,0.97,1.06,3.25,3.19,3.25,3.19,2
Math,MathArrays,13,9.79,7.63,,,,,9.79,7.63,0
Codec,Md5Crypt,11,0.0,0.0,92.42,92.31,92.42,92.31,92.42,96.15,7
JxPath,MethodLookupUtils,16,62.59,53.0,62.59,53.0,62.59,53.0,89.93,81.0,7
Math,MillerUpdatingRegression,21,16.99,10.95,,,,,16.99,10.95,0
Time,Months,17,43.59,45.45,82.05,79.55,93.59,93.18,94.87,95.45,3
Math,MultiStartUnivariateOptimizer,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Math,MultivariateNormalMixtureExpectationMaximization,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
JacksonCore,NameN,15,66.67,37.5,82.05,53.12,82.05,56.25,97.44,90.62,14
Math,NaturalRanking,13,41.98,35.71,45.8,35.71,50.38,42.86,58.02,55.36,6
Jsoup,NodeTraversor,12,24.24,19.57,50.0,45.65,50.0,45.65,56.06,50.0,5
JacksonDatabind,NumberDeserializers,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
JacksonCore,NumberInput,12,24.81,17.43,,,,,24.81,17.43,0
Lang,NumericEntityUnescaper,12,0.0,0.0,,,,,0.0,0.0,0
Lang,ObjectUtils,11,7.03,9.76,15.62,17.07,30.47,31.71,74.22,81.71,5
JacksonDatabind,ObjectWriter,11,10.5,2.63,15.07,13.16,15.07,13.16,15.07,13.16,3
Math,OpenIntToDoubleHashMap,15,26.11,14.71,45.86,33.82,63.06,52.94,63.06,52.94,5
Math,OrderedTuple,13,67.2,50.0,78.4,63.83,86.4,67.02,87.2,69.15,6
JacksonDatabind,POJOPropertiesCollector,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
JxPath,PackageFunctions,18,42.62,27.5,80.33,57.5,80.33,57.5,86.89,65.0,4
Time,PeriodFormatterBuilder,26,54.02,32.53,70.69,50.6,76.44,57.83,77.59,60.24,5
Time,PeriodType,17,37.5,33.65,,,,,37.5,33.65,0
Codec,PhoneticEngine,13,83.19,77.27,89.38,84.09,89.38,84.09,89.38,84.09,2
Cli,PosixParser,11,42.03,26.92,72.46,48.08,,,72.46,48.08,1
JxPath,PredicateContext,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Math,ProperBigFractionFormat,11,0.0,0.0,79.1,62.96,82.09,66.67,82.09,66.67,5
JxPath,PropertyIterator,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Collections,PrototypeFactory,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Math,QRDecomposition,14,0.0,0.0,46.75,28.57,46.75,30.95,46.75,30.95,4
Codec,QuotedPrintableCodec,11,0.0,0.0,,,,,0.0,0.0,0
Lang,RandomStringUtils,16,58.62,62.5,75.86,85.71,84.48,91.07,84.48,91.07,5
JacksonCore,ReaderBasedJsonParser,30,0.0,0.0,0.76,0.0,0.76,0.0,0.76,0.0,3
Math,RealMatrixFormat,16,49.06,22.73,49.06,22.73,49.06,22.73,49.06,22.73,3
Math,Rotation,25,6.3,1.85,21.37,18.52,,,21.37,18.52,1
JxPath,SimpleCharStream,19,15.08,7.14,15.08,7.14,30.73,25.0,36.31,32.14,3
Math,SimpleRegression,13,7.79,2.42,7.79,2.42,7.79,2.42,16.88,8.06,6
JacksonDatabind,SimpleType,16,39.56,26.0,56.04,42.0,65.93,58.0,67.03,60.0,8
Math,SmoothingPolynomialBicubicSplineInterpolator,13,60.0,43.75,60.0,43.75,94.0,84.38,96.0,87.5,6
JacksonXml,StaxUtil,12,77.5,62.5,77.5,62.5,90.0,70.0,92.5,82.5,6
JacksonDatabind,StdDateFormat,15,31.69,21.37,42.25,27.48,50.35,32.82,50.35,32.82,2
JxPath,Step,15,0.0,0.0,0.0,0.0,62.96,44.0,74.07,58.0,7
Lang,StringUtils,14,0.73,0.4,1.54,2.01,3.23,3.87,9.46,8.46,5
Math,SummaryStatistics,13,43.75,29.31,,,,,43.75,29.31,0
Jsoup,Tag,11,63.73,24.24,83.33,39.39,83.33,42.42,88.24,51.52,10
Compress,TarArchiveInputStream,13,10.53,1.61,10.53,1.61,10.53,1.61,22.97,14.52,6
JacksonXml,ToXmlGenerator,20,4.68,3.24,4.68,3.24,4.68,3.24,4.68,3.24,2
JacksonCore,TokenFilterContext,11,0.0,0.0,0.0,0.0,,,0.0,0.0,1
Jsoup,TokenQueue,12,52.48,50.0,,,,,52.48,50.0,0
Jsoup,Tokeniser,18,0.0,0.0,38.22,27.66,38.22,27.66,38.22,27.66,2
Math,TricubicSplineInterpolator,23,98.73,92.59,100.0,94.44,,,100.0,94.44,1
JacksonDatabind,TypeFactory,14,28.6,21.19,28.83,21.56,28.83,21.56,29.29,22.68,4
JacksonCore,UTF32Reader,14,38.61,25.0,56.44,46.67,,,56.44,46.67,1
JacksonCore,UTF8JsonGenerator,11,0.0,0.0,0.76,0.0,0.76,0.0,0.76,0.0,3
JxPath,ValueUtils,12,2.44,2.03,,,,,2.44,2.03,0
JacksonXml,XmlFactory,25,25.0,5.77,25.0,5.77,25.0,5.77,25.0,5.77,2
Compress,ZipArchiveInputStream,18,0.0,0.0,0.0,0.0,0.0,0.0,34.49,16.97,11
Time,ZoneInfoCompiler,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
